path,source,raw_label,label,md5,phash,resolution,is_exact_dup,dup_cluster,dup_cluster_size,group,group_source
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\sadness\1304_aug_8.jpg,hasibur,sadness,sadness,12ea3e179232823a394b788e0f4d587c,b5df11f11c343153,224x224,False,D000188,3,ID00038,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\sadness\1304_aug_9.jpg,hasibur,sadness,sadness,62e1c1e69520b7d69bc050ab301d19f7,e08a44ac4b7b7967,224x224,False,D004427,1,ID00038,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_1.jpg,hasibur,surprise,surprise,5ec6a3d0af1991b1fa6f6fab335422d0,dc6033956dc3e568,224x224,True,D000189,7,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_10.jpg,hasibur,surprise,surprise,2f0dab06d8f3f214974bebb9ad6d605e,897566c53896b0bd,224x224,False,D004429,2,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_2.jpg,hasibur,surprise,surprise,234df39b44b959f01d0a0741aec21381,c86033d14dcbc5f9,224x224,True,D000190,2,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_3.jpg,hasibur,surprise,surprise,247d1d20b14c3f3ea52b2e7f17013396,9d3564e5388ed2ac,224x224,True,D000191,2,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_4.jpg,hasibur,surprise,surprise,170274d49efa6c388ddd696f8353ce5f,8c3566a53897d0bd,224x224,False,D004432,1,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_5.jpg,hasibur,surprise,surprise,fc6b57d993a9c273f89a7b245f1dc4cb,d87533946dc2e54a,224x224,False,D004433,1,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_6.jpg,hasibur,surprise,surprise,716d0cf8b013e2fb1545d9906a5b4795,d86033907dc3e5e9,224x224,False,D000189,7,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_7.jpg,hasibur,surprise,surprise,887e03fb8c6cdcaa9f1d9f1521564312,8d7566c52896b0bd,224x224,False,D004429,2,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_8.jpg,hasibur,surprise,surprise,b81682371daaa6ebb303361bafeb99bb,d86033956dc3e5c9,224x224,False,D000189,7,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0008_aug_9.jpg,hasibur,surprise,surprise,15026bb533e760e8b6c62866f5a14910,9d7564a5388292bf,224x224,False,D004437,1,ID00084,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_1.jpg,hasibur,surprise,surprise,23f9846f79cbc903a62006d76b94b30b,95e84bc14c5672d7,224x224,True,D000192,3,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_10.jpg,hasibur,surprise,surprise,67ae9b0275a5496bcd03f6cec625b68f,95fe79c31c64528a,224x224,False,D004439,1,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_2.jpg,hasibur,surprise,surprise,06c06a6c73c2fb19bf0ceb8c4e5cce9e,c07d1e941967a787,224x224,True,D000193,4,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_3.jpg,hasibur,surprise,surprise,5fc88d96a9d4cf135bd3e6b10f1d6b5d,95e87fc15d417292,224x224,True,D000194,2,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_4.jpg,hasibur,surprise,surprise,ff98b9e93e5bcf1b10e0b6866d2583b4,95687bc14c54f2d3,224x224,False,D000192,3,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_5.jpg,hasibur,surprise,surprise,6a5ba41e0372fb484b34f9d53d8def85,c1292e941927afcf,224x224,False,D004443,1,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_6.jpg,hasibur,surprise,surprise,cb4920c1127d5fe07d4992dc0bf78160,c0bd3f94191137c7,224x224,False,D004444,2,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_7.jpg,hasibur,surprise,surprise,544e3ef2738b665909a000ecf3b2ed2d,c07d1e941917e787,224x224,False,D000193,4,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_8.jpg,hasibur,surprise,surprise,7631862e623c98d06ba86f9ede15a81e,c07d1e9419678797,224x224,False,D000193,4,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0015_aug_9.jpg,hasibur,surprise,surprise,e3492c69c70c5a18998819809423523f,c0ad2f94191527df,224x224,False,D004444,2,ID00151,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_1.jpg,hasibur,surprise,surprise,881716940d5382a03825b960095722dc,816a5db26db3c469,224x224,True,D000195,2,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_10.jpg,hasibur,surprise,surprise,4e2361188007fb11c1d5c4ee92220df5,df280ee12e67c0e3,224x224,False,D004449,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_2.jpg,hasibur,surprise,surprise,0dce408190b3a7ab20649a2144b84dc6,de083a633866e1de,224x224,True,D000196,2,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_3.jpg,hasibur,surprise,surprise,2b225af2c8c939854a1c6dc932b61c13,8b7d6cb669b2d440,224x224,True,D000197,7,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_4.jpg,hasibur,surprise,surprise,904a7a6427804ae5d2a669e6ada4fcbc,8b7d4cb479b29542,224x224,False,D000197,7,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_5.jpg,hasibur,surprise,surprise,6720f16f2ee39bd15ea8d69cac6f23ea,8b5d6cb669b2d442,224x224,False,D000197,7,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_6.jpg,hasibur,surprise,surprise,35a4375a0d00ea605331a313debeda23,8b5d6d366932944b,224x224,False,D000197,7,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_7.jpg,hasibur,surprise,surprise,1f7e9c339848e317e3db81089bfdc583,835a4db26df284e9,224x224,False,D004455,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_8.jpg,hasibur,surprise,surprise,e2950a3d5618144e559a35491ba11c23,8a5d6cb66932954b,224x224,False,D000197,7,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0052_aug_9.jpg,hasibur,surprise,surprise,83f8d6d6eb68888d0fafac25f932edd4,8a5d6cb669b2944b,224x224,False,D000197,7,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_1.jpg,hasibur,surprise,surprise,ea6f5c6c92edf6f5950cfd88c1a0e2fb,953755ed23688c4d,224x224,True,D000198,4,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_10.jpg,hasibur,surprise,surprise,96668c1a35f09ce946aa821d8fd37cb9,c37d093d3f308857,224x224,False,D004459,3,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_2.jpg,hasibur,surprise,surprise,3d633024dcd93958aa143b6ed1ceed93,8e2a5ced6a63dd04,224x224,True,D000199,4,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_3.jpg,hasibur,surprise,surprise,d3f835d830f4b2dfc02dc07dd0f45bc4,96285c6c6a65dda6,224x224,True,D000200,2,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_4.jpg,hasibur,surprise,surprise,3f84dfad04eb9317a52980c7004bfd3f,d37f09b83f348851,224x224,False,D004459,3,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_5.jpg,hasibur,surprise,surprise,8185795692fcfa77d3057511ee097669,9537556d226b9c0d,224x224,False,D000198,4,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_6.jpg,hasibur,surprise,surprise,97f2dac0307cf6710208207592c96e5c,872b5ced6a61dd04,224x224,False,D000199,4,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_7.jpg,hasibur,surprise,surprise,198a3aa4eff06cbba7c7237ed9c344c2,872a5ced6a61fd04,224x224,False,D000199,4,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_8.jpg,hasibur,surprise,surprise,7149dbeeb8de5d35d3bb4c6b2fa4781f,953755ed23688c4d,224x224,False,D000198,4,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0098_aug_9.jpg,hasibur,surprise,surprise,715ae020554e047833016f6456c4d421,c37f09393f348855,224x224,False,D004459,3,ID00005,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_1.jpg,hasibur,surprise,surprise,47c0a009d17c75057e4677ee744a0357,80955bd32d3f2d92,224x224,True,D000201,2,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_10.jpg,hasibur,surprise,surprise,fa893ae8be62646606f13561f36c931f,d5c21ec6b93e29c2,224x224,False,D001408,4,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_2.jpg,hasibur,surprise,surprise,a41871112947c0a21800b221cb4264b4,80974fd26c6a74d3,224x224,True,D000202,2,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_3.jpg,hasibur,surprise,surprise,2b0ff8b62e4af6b2d63325b8ddf1fc3f,d5ea0be23d2ba982,224x224,True,D000203,2,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_4.jpg,hasibur,surprise,surprise,5eebf121f531b503a3bf30f4c04848e6,c1d71a853b1d239e,224x224,False,D004472,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_5.jpg,hasibur,surprise,surprise,faddf3b4374be2f19b3696a699115fd1,d5e81e86386b39c3,224x224,False,D004473,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_6.jpg,hasibur,surprise,surprise,e82109d8b4d9d833af53a3577c6f3ee0,808f4bd3ec3abc92,224x224,False,D004474,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_7.jpg,hasibur,surprise,surprise,6175073edd27c9bb7146dd2795411934,d1d31ac6b13d618e,224x224,False,D004475,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_8.jpg,hasibur,surprise,surprise,aa07de93ac55bd1e7694547862f2d8c2,d5d31bc7390d6186,224x224,False,D004476,1,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0118_aug_9.jpg,hasibur,surprise,surprise,9d647251878d138d55000db992aa75f0,d5ca1ec6b92b2983,224x224,False,D001408,4,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_1.jpg,hasibur,surprise,surprise,78ae8ec720ea3730c43c605819801e4b,c5403d7f27d8e215,224x224,True,D000204,8,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_10.jpg,hasibur,surprise,surprise,27c08ab483065baece384e7dd059bf10,90156a2a6b8fbf4a,224x224,False,D000205,7,ID00014,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_2.jpg,hasibur,surprise,surprise,1fe46ca62e3b74bc8a5f2ed13b15fbba,9055693a63ddb50b,224x224,True,D000205,7,ID00014,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_3.jpg,hasibur,surprise,surprise,36e69bbd6a4c3c4881aaea1f1c49adb0,9055693a63ddb50b,224x224,True,D000205,7,ID00014,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_4.jpg,hasibur,surprise,surprise,f1cc584b9f3d1e5357c8226f643eda70,c5403d7f27d8e215,224x224,False,D000204,8,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_5.jpg,hasibur,surprise,surprise,c41b4ee00382179d31c9cdf79b5a3874,9055683a639fb74a,224x224,False,D000205,7,ID00014,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_6.jpg,hasibur,surprise,surprise,78cbb2fa15a0ce4684c4047820b12da5,c05f393f23d0c22f,224x224,False,D004484,1,ID00014,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_7.jpg,hasibur,surprise,surprise,3350f5812f22a4767bed04ca8cfd670a,90156a2a738fbf4a,224x224,False,D000205,7,ID00014,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_8.jpg,hasibur,surprise,surprise,f724f9c854844c4ba01863a14191f81d,c5403d7f26d8e217,224x224,False,D000204,8,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0142_aug_9.jpg,hasibur,surprise,surprise,d82c6949bffedb647c935b28689f5b6a,c4403d7f27d8e217,224x224,False,D000204,8,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_1.jpg,hasibur,surprise,surprise,662620267bb578f141fdb42766cd295f,c02b42be9af06b37,224x224,True,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_10.jpg,hasibur,surprise,surprise,7423c2fe6aaf9eb8cd65e61ba7b4bcdb,d47a73be88e02aa3,224x224,False,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_2.jpg,hasibur,surprise,surprise,f944b87a21b196f735ddd698e84d6df4,c47a53bc88e12b37,224x224,True,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_3.jpg,hasibur,surprise,surprise,e8c9bd0ac079cf0ab600a992657af6dc,c02942f69af07f17,224x224,True,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_4.jpg,hasibur,surprise,surprise,e0e225193a163c6c8de8298c528cb779,c47a73bc88e02bb3,224x224,False,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_5.jpg,hasibur,surprise,surprise,a614bdd738a1c1e240918c3ada97eb74,c02942f6caf07737,224x224,False,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_6.jpg,hasibur,surprise,surprise,e5e0a306fa6c64d2e282ff5cf8449288,c46b43be88e06b37,224x224,False,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_7.jpg,hasibur,surprise,surprise,4f332f0b65df995c0a40bb7ae5a90b7e,912b52e9c9d54a76,224x224,False,D004495,1,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_8.jpg,hasibur,surprise,surprise,ad49ae1dc3b1f9230ec04fd68b7c1091,d47a73bc88e02ab3,224x224,False,D000207,11,ID00083,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0628_aug_9.jpg,hasibur,surprise,surprise,902c06f4e8b1ad103e8a3ec539fe3acc,912906a9ebb55d47,224x224,False,D004497,1,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_1.jpg,hasibur,surprise,surprise,9866b9363e764607f43a148126f8d200,879e3a8df89b4922,224x224,True,D000210,2,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_10.jpg,hasibur,surprise,surprise,03ecbe5cd792f314c8414677e608f1b3,868e3a8cfcdb6c12,224x224,False,D000211,6,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_2.jpg,hasibur,surprise,surprise,5087c528edf38321049edb8da38eab65,94973a0cf9da64d2,224x224,True,D000211,6,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_3.jpg,hasibur,surprise,surprise,c532a78da510334231982b0edce31f48,d3ca6f59a98c3846,224x224,True,D000212,5,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_4.jpg,hasibur,surprise,surprise,b7765a5c19073e7a8bafa9c6d76c2921,94bf3b0059527753,224x224,False,D004502,1,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_5.jpg,hasibur,surprise,surprise,2602d23c26195cb5fb3034ff1e781462,d3ca6e59a88d3887,224x224,False,D000212,5,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_6.jpg,hasibur,surprise,surprise,4fc6b9d576f38bb76c93c1a74d6c3a76,869f3a0cfdd86c12,224x224,False,D000211,6,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_7.jpg,hasibur,surprise,surprise,c44e741191c0a3bde3f80362b9928007,c1c26f59ac8f3187,224x224,False,D004505,1,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_8.jpg,hasibur,surprise,surprise,e6a5eb3036439966c7a33da84cf29aa1,959e3a0cf8da6c32,224x224,False,D000211,6,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\0638_aug_9.jpg,hasibur,surprise,surprise,209968be8358888116e405b78a1b8544,969e3a0cf9da6c12,224x224,False,D000211,6,ID00143,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_1.jpg,hasibur,surprise,surprise,93424563d42bdc9ae689c43bb0cd960b,eecaa5e32c2c23c5,224x224,True,D000213,14,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_10.jpg,hasibur,surprise,surprise,14491f896cf85c4a6eb1fb325d537225,bf9df0a439616681,224x224,False,D004509,2,ID00068,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_2.jpg,hasibur,surprise,surprise,62048f1736258e4e56429af76d04a953,eacaa5e32c2c33c5,224x224,True,D000213,14,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_3.jpg,hasibur,surprise,surprise,87308abcde7fe49b440cff7e5e73eff5,bb9de0e0696966c1,224x224,True,D000215,2,ID00068,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_4.jpg,hasibur,surprise,surprise,934868219f989ba931fc81b04d976cc2,eccab5eb242c31c5,224x224,False,D000213,14,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_5.jpg,hasibur,surprise,surprise,974c0c2a183cb7d9be6a82cae11d300c,eacaa5e12c3c33d4,224x224,False,D000213,14,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_6.jpg,hasibur,surprise,surprise,69c83a36f0da53c807488228e1d09736,eacab5e1243c33d4,224x224,False,D000213,14,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_7.jpg,hasibur,surprise,surprise,46b38ef8cef58dc2f7f335e12ddb0093,e45da1b73c2c2395,224x224,False,D004515,2,ID00068,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_8.jpg,hasibur,surprise,surprise,aa51f2610deefa9e29bed6f54a3d0572,b988f4a2797936d0,224x224,False,D004516,1,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1245_aug_9.jpg,hasibur,surprise,surprise,bb620e9bfd86a5f559adc435232b5b8c,eacba1e32c2c63c5,224x224,False,D000213,14,ID00010,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_1.jpg,hasibur,surprise,surprise,225bb190a394bdada820f96754cf221f,ef3f45bd54245482,224x224,True,D000216,2,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_10.jpg,hasibur,surprise,surprise,7fdcce716fe2466035f6992bb41b4975,eb3e213474b454f1,224x224,False,D000218,3,ID00150,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_2.jpg,hasibur,surprise,surprise,7b53b47c8e573496235dcfff9584d488,ba7ab06829610fe7,224x224,True,D000217,18,ID00048,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_3.jpg,hasibur,surprise,surprise,394f50d21b5543ae18a61d5db929140e,ea3e213474f454f1,224x224,True,D000218,3,ID00150,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_4.jpg,hasibur,surprise,surprise,69528a43f5943c73457e9a24fffbd6a3,ef3ef5b474a0d080,224x224,False,D000519,11,ID00150,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_5.jpg,hasibur,surprise,surprise,773f25ca8d369b5411c8b0ec838dc8fb,af3df53450b0d2b0,224x224,False,D000519,11,ID00150,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_6.jpg,hasibur,surprise,surprise,6ddc966fa971b4e2a7ff1307d809f8eb,ef2a7574547450f0,224x224,False,D004524,1,ID00032,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_7.jpg,hasibur,surprise,surprise,92d9a9d484e8084a1974b8d9add02c61,fa6ae061656187e5,224x224,False,D000217,18,ID00048,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_8.jpg,hasibur,surprise,surprise,b0efab37b601105f3b42e22e9f4c2432,ba7f70e1612147a5,224x224,False,D004526,1,ID00150,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1257_aug_9.jpg,hasibur,surprise,surprise,5d2bdc9580f922748e3cb08111624f5d,fa7be063216185e5,224x224,False,D000217,18,ID00048,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_1.jpg,hasibur,surprise,surprise,562cd184ef9232015019d6fde1bb753b,de543fb31c342a92,224x224,True,D000219,2,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_10.jpg,hasibur,surprise,surprise,62f66eaeed3af0fc0623cb2252615ab9,da783bbb1c24ea82,224x224,False,D001159,4,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_2.jpg,hasibur,surprise,surprise,e855ce3bd99c93412126a4cfcc96af95,fe783ba33c20e292,224x224,True,D000220,3,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_3.jpg,hasibur,surprise,surprise,91e6ae3385d2e3cf85a00abf49e4fe36,8b446aaa49617fc7,224x224,True,D000221,2,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_4.jpg,hasibur,surprise,surprise,207876856630854dc971096a03cbee92,df713aea3820f286,224x224,False,D004532,1,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_5.jpg,hasibur,surprise,surprise,ae3d7b69e8b6af883c01c099bd3eafb8,8a217eee297125c7,224x224,False,D004533,2,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_6.jpg,hasibur,surprise,surprise,4e9a577d20c79dd88cd7f6c4bbe18f61,802d74af1d6507d7,224x224,False,D004534,1,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_7.jpg,hasibur,surprise,surprise,d56927901d7f1e70c8f81eae3e39dc15,854a0afa49717ec7,224x224,False,D004535,1,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_8.jpg,hasibur,surprise,surprise,ea770fb5f8eed7b6c08337a550bdc30b,de7c3bbb1c20d282,224x224,False,D001159,4,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1261_aug_9.jpg,hasibur,surprise,surprise,e029853fa72f82d0c3874fb200a2cb73,8a217eee2961a796,224x224,False,D004533,2,ID00071,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1262_aug_1.jpg,hasibur,surprise,surprise,a551302e86ebf97d28bfa304323ed86e,affd05b452b450c3,224x224,True,D000222,7,ID00067,facenet_agglomerative
data\processed\hasibur\Autism Facial Recognition Dataset_Augmented\test\surprise\1262_aug_10.jpg,hasibur,surprise,surprise,8e3f4d3de3345b23d87301703c380546,ade805b550b45bd3,224x224,False,D004539,1,ID00067,facenet_agglomerative
